Voyage ID,Year arrived with captives,Total disembarked (IMP),Total embarked (IMP),Duration of captives' crossing (in days),"Voyage duration, homeport to disembarkation (in days)",Crew at first landing of captives,Crew at voyage outset,Standardized Tonnage (IMP),Sterling cash price in Jamaica (IMP),Percentage of captives who died during crossing (IMP),Percent women,Outcome of voyage if ship captured,Flag of vessel (IMP),Region where vessel's voyage ended (IMP),Rig of Vessel,Place where vessel's voyage ended,Month purchase of captives began,percent men,Month voyage completed,Region of return,Percent boys,Principal region of captive disembarkation (IMP),Principal region of captive purchase,Month vessel departed Africa,Month voyage began,Place where vessel's voyage began (IMP),Month first disembarkation of captives,Broad region of captive disembarkation (IMP),Percent girls,Particular outcome,Principal place where captives were landed (IMP),Percent children,Percent women,Month departed last place of landing,Outcome of voyage for investors,Outcome of voyage for captives,Principal place where captives were purchased,Resistance,Percent male,Percent female,Broad region where voyage began (IMP),Broad region of captive purchase (IMP),voyage_sources,enslavers
26060,1797.0,128.0,145.0,56.0,292.0,0.0,0.0,235.0,0.0,0.0,0.0,Natural hazard,U.S.A.,England and Wales,Ship,0,0.0,0.0,0.0,0,0.0,Georgia,Sierra Leone,0.0,9.0,Liverpool,6.0,Mainland North America,0.0,Abandoned or condemned for unseaworthiness in the Americas,Savannah,0.0,0.0,0.0,0,Slaves disembarked in Americas,Iles de Los,0,0.0,0.0,Europe,Africa,"  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Statutory Registers of British Merchant Ships, 1739-1807.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Statutory Registers of British Merchant Ships, 1739-1807.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.","Investor: Leigh, Roger|Captain: Gamble, Samuel"
26062,1797.0,126.0,149.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,Not captured,U.S.A.,South Carolina,Schooner,0,0.0,0.0,0.0,0,0.0,Other North America,Other Africa,0.0,10.0,Charleston,0.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,"USA, location unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Mainland North America,Africa,nan,"Captain: Knight|Investor: Davis, Elias|Investor: Sargent, Fitzwilliam|Investor: Hough, Benjamin Kent"
26088,1729.0,197.0,240.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Snauw,London,0.0,0.0,9.0,England and Wales,0.0,Virginia,Gold Coast,0.0,9.0,London,0.0,Mainland North America,0.0,Voyage completed as intended,"Virginia, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,"Gold Coast, port unspecified",0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.","Captain: Ford, Simon"
26094,1759.0,208.0,250.0,0.0,0.0,0.0,0.0,200.3,0.0,0.0,0.0,Not captured,Great Britain,Scotland,0,Greenock,0.0,0.0,2.0,Scotland,0.0,Virginia,Other Africa,0.0,5.0,Greenock,0.0,Mainland North America,0.0,Voyage completed as intended,"Virginia, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Europe,Africa,"  Duffill, Mark. “The Africa Trade from the Ports of Scotland, 1706-66.” Slavery & Abolition 23, no. 3 (2004): 102–22.|  Duffill, Mark. “The Africa Trade from the Ports of Scotland, 1706-66.” Slavery & Abolition 23, no. 3 (2004): 102–22.","Investor: White, John|Investor: Dunlop, James|Investor: Hutcheson, David|Captain: Garratts, Garrett"
26100,1753.0,125.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Great Britain,Scotland,0,Leith,3.0,0.0,3.0,Scotland,0.0,Virginia,Senegambia and offshore Atlantic,0.0,0.0,Montrose,0.0,Mainland North America,0.0,Voyage completed as intended,"Virginia, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,Gambia,0,0.0,0.0,Europe,Africa,"  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Duffill, Mark. “The Africa Trade from the Ports of Scotland, 1706-66.” Slavery & Abolition 23, no. 3 (2004): 102–22.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Duffill, Mark. “The Africa Trade from the Ports of Scotland, 1706-66.” Slavery & Abolition 23, no. 3 (2004): 102–22.","Investor: Douglas, T|Captain: Elphinstone, J"
26114,1736.0,217.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Great Britain,0,0,0,0.0,0.0,0.0,0,0.0,South Carolina,Other Africa,0.0,0.0,0,8.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,Charleston,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,0,Africa,nan,Captain: Carmichael
26125,1728.0,217.0,271.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,0,0,0.0,0.0,11.0,0,0.0,Maryland,Other Africa,0.0,11.0,London,0.0,Mainland North America,0.0,Voyage completed as intended,"Maryland, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.","Captain: Jones, John|Investor: Jones, John"
26126,1730.0,217.0,271.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,0,0,0.0,0.0,2.0,0,0.0,Maryland,Other Africa,0.0,3.0,London,0.0,Mainland North America,0.0,Voyage completed as intended,"Maryland, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.","Captain: Jones, John|Investor: Jones, John"
26156,1737.0,217.0,271.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,0,0,0.0,0.0,12.0,0,0.0,South Carolina,Other Africa,0.0,1.0,London,0.0,Mainland North America,0.0,Voyage completed as intended,Charleston,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.","Captain: Coe, John"
26157,1737.0,217.0,271.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,0,London,0.0,0.0,9.0,England and Wales,0.0,South Carolina,Other Africa,0.0,1.0,London,0.0,Mainland North America,0.0,Voyage completed as intended,Charleston,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.",Captain: Carruthers|Investor: Carruthers
26213,1728.0,217.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Great Britain,0,0,London,0.0,0.0,8.0,England and Wales,0.0,Virginia,Other Africa,0.0,0.0,0,0.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,"Virginia, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,0,Africa,nan,Captain: Clack
26268,1739.0,283.0,331.0,0.0,0.0,0.0,0.0,146.3,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Ship,0,0.0,0.0,0.0,0,0.0,South Carolina,Other Africa,0.0,4.0,London,0.0,Mainland North America,0.0,Returned direct to Africa after bringing slaves to the Americas,Charleston,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Europe,Africa,nan,"Captain: Johnson, William"
26272,1739.0,217.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural hazard,Great Britain,England and Wales,0,0,0.0,0.0,0.0,0,0.0,Maryland,West Central Africa and St. Helena,0.0,0.0,Liverpool,5.0,Mainland North America,0.0,"Shipwrecked or destroyed, after disembarkation","Maryland, port unspecified",0.0,0.0,11.0,0,Slaves disembarked in Americas,"West Central Africa and St. Helena, port unspecified",0,0.0,0.0,Europe,Africa,nan,Captain: Latham
26276,1739.0,217.0,271.0,0.0,0.0,0.0,0.0,182.3,0.0,0.0,0.0,Not captured,Great Britain,Great Britain,0,London,0.0,0.0,5.0,England and Wales,0.0,South Carolina,Other Africa,0.0,3.0,"Great Britain, place unspecified",9.0,Mainland North America,0.0,Voyage completed as intended,Charleston,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.","Captain: Dorby, Ebinzor"
26287,1760.0,153.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Brigantine,0,0.0,0.0,0.0,0,0.0,Maryland,Other Africa,0.0,0.0,Liverpool,9.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,Patuxent,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Europe,Africa,"  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Walsh, Lorena. “Database of Slave Trading Voyages to Maryland,” n.d.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Walsh, Lorena. “Database of Slave Trading Voyages to Maryland,” n.d.","Captain: Cousins, John"
26288,1758.0,13.0,15.0,0.0,0.0,12.0,0.0,200.3,0.0,0.0,0.0,Not captured,U.S.A.,Antigua,Ship,0,0.0,0.0,0.0,0,0.0,Maryland,Other Africa,0.0,0.0,"Antigua, place unspecified",12.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,Annapolis,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Caribbean,Africa,"  Walsh, Lorena. “Database of Slave Trading Voyages to Maryland,” n.d.|  Walsh, Lorena. “Database of Slave Trading Voyages to Maryland,” n.d.","Investor: Howlinson, Jas|Captain: Lang, William|Investor: Lang, William"
26304,1725.0,69.0,83.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,Massachusetts,Sloop,0,0.0,0.0,0.0,0,0.0,Massachusetts,Other Africa,0.0,1.0,Boston,10.0,Mainland North America,0.0,Voyage completed as intended,Boston,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Mainland North America,Africa,"  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.","Captain: Harris, John"
26318,1768.0,117.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,Natural hazard,Great Britain,0,0,0,0.0,0.0,0.0,0,0.0,Florida,Sierra Leone,0.0,0.0,0,1.0,Mainland North America,0.0,"Shipwrecked or destroyed, after embarkation of slaves or during slaving",St. Augustine,0.0,0.0,0.0,0,Slaves perished with ship,Sierra Leone estuary,0,0.0,0.0,0,Africa,nan,Captain: Forest
26322,1743.0,98.0,138.0,0.0,0.0,0.0,24.0,182.3,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Brig,Liverpool,0.0,0.0,4.0,England and Wales,0.0,Maryland,Other Africa,0.0,7.0,Liverpool,0.0,Mainland North America,0.0,Voyage completed as intended,"Maryland, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  Treasury - British Government. “Records Created or Inherited by HM Treasury.” Kew, UK, 2021 1547. British National Archives.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  Treasury - British Government. “Records Created or Inherited by HM Treasury.” Kew, UK, 2021 1547. British National Archives.","Investor: Seel, Thomas (Sr)|Investor: Seel, Thomas (Jr)|Investor: Croxton, James|Captain: Cutler, Egerton|Captain: Prenton, Richard"
26560,1644.0,423.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Great Britain,0,0,0,0.0,0.0,0.0,0,0.0,Virginia,Bight of Biafra and Gulf of Guinea islands,0.0,0.0,0,0.0,Mainland North America,0.0,Bought at least one slave in Africa - subsequent fate unknown,"Virginia, port unspecified",0.0,0.0,0.0,0,"Slaves embarked, transhipped or no further record",Calabar,0,0.0,0.0,0,Africa,"  Monumenta Missionária Africana. 15 vols. Lisbon, PT: Agência Geral do Ultramar, Divisão do Publicações e Biblioteca, n.d.","Captain: Adam, Robert"
27029,1757.0,150.0,169.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,0,Poole,0.0,0.0,12.0,England and Wales,0.0,South Carolina,Senegambia and offshore Atlantic,0.0,4.0,Poole,0.0,Mainland North America,0.0,Voyage completed as intended,Charleston,0.0,0.0,0.0,0,Slaves disembarked in Americas,Gambia,0,0.0,0.0,Europe,Africa,"  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.",Captain: Abborne  Abam
27032,1757.0,208.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Great Britain,0,0,0,0.0,0.0,0.0,0,0.0,Rhode Island,Other Africa,0.0,0.0,0,0.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,"Rhode Island, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,0,Africa,nan,Captain: Thurston
27037,1757.0,208.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Great Britain,0,0,0,0.0,0.0,0.0,0,0.0,Rhode Island,Other Africa,0.0,0.0,0,0.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,"Rhode Island, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,0,Africa,nan,Captain: Malborn
27054,1758.0,208.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Great Britain,0,0,0,0.0,0.0,0.0,0,0.0,South Carolina,Other Africa,0.0,0.0,0,0.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,Charleston,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,0,Africa,nan,nan
27057,1759.0,197.0,230.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Snauw,Lancaster,0.0,0.0,11.0,England and Wales,0.0,Virginia,Other Africa,0.0,12.0,Lancaster,0.0,Mainland North America,0.0,Voyage completed as intended,Hampton,0.0,0.0,10.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,Europe,Africa,"  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Elder, Melinda. The Slave Trade and the Economic Development of Eighteenth Century Lancaster. Edinburgh, UK: Edinburgh University Press, 1992.|  Minchinton, Walter E., and Celia King, eds. Virginia Slave Trade Statistics, 1698-1775. Richmond, VA, USA: The Library of Virginia, 1984.|  Schofield, Maurice M. “Short Notes: Chester Slave Trading Partnerships, 1750-1756.” Transactions of the Historic Society of Lancashire and Cheshire 130 (1980): 187–90. https://www.hslc.org.uk/wp-content/uploads/2017/05/130-10-Schofield.pdf.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Elder, Melinda. The Slave Trade and the Economic Development of Eighteenth Century Lancaster. Edinburgh, UK: Edinburgh University Press, 1992.|  Minchinton, Walter E., and Celia King, eds. Virginia Slave Trade Statistics, 1698-1775. Richmond, VA, USA: The Library of Virginia, 1984.|  Schofield, Maurice M. “Short Notes: Chester Slave Trading Partnerships, 1750-1756.” Transactions of the Historic Society of Lancashire and Cheshire 130 (1980): 187–90. https://www.hslc.org.uk/wp-content/uploads/2017/05/130-10-Schofield.pdf.","Investor: Butterfield, Wm"
27091,1752.0,114.0,133.0,0.0,258.0,17.0,0.0,80.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Snauw,0,0.0,0.0,0.0,0,0.0,Virginia,West Central Africa and St. Helena,0.0,10.0,Whitehaven,6.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,Rappahannock,0.0,0.0,10.0,0,Slaves disembarked in Americas,Ambriz,0,0.0,0.0,Europe,Africa,"  Minchinton, Walter E., and Celia King, eds. Virginia Slave Trade Statistics, 1698-1775. Richmond, VA, USA: The Library of Virginia, 1984.|  Richardson, David, and M. M. Schofield. “Whitehaven and the Eighteenth Century British Slave Trade.” Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society, 2, 92 (1992): 183–204. https://archaeologydataservice.ac.uk/library/browse/details.xhtml?recordId=3198318&recordType=Journal.|  Schofield, Maurice M., Notes on Liverpool Slave Ships between 1774 and 1778, Currently Held by David Richardson (University of Hull)., n.d.|  Minchinton, Walter E., and Celia King, eds. Virginia Slave Trade Statistics, 1698-1775. Richmond, VA, USA: The Library of Virginia, 1984.|  Richardson, David, and M. M. Schofield. “Whitehaven and the Eighteenth Century British Slave Trade.” Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society, 2, 92 (1992): 183–204. https://archaeologydataservice.ac.uk/library/browse/details.xhtml?recordId=3198318&recordType=Journal.|  Schofield, Maurice M., Notes on Liverpool Slave Ships between 1774 and 1778, Currently Held by David Richardson (University of Hull)., n.d.","Investor: How, Peter|Captain: Lyndon, Roger|Captain: Lyndon, Roger"
27101,1750.0,193.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,Ireland,Snauw,0,0.0,0.0,0.0,0,0.0,Pennsylvania,Senegambia and offshore Atlantic,0.0,1.0,Cork,0.0,Mainland North America,0.0,Voyage completed as intended,Philadelphia,0.0,0.0,0.0,0,Slaves disembarked in Americas,Cape Verde Islands,0,0.0,0.0,Europe,Africa,nan,"Captain: Canfield, William"
27232,1751.0,69.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,New York,Sloop,0,0.0,0.0,0.0,0,0.0,New York,Sierra Leone,0.0,0.0,New York,7.0,Mainland North America,0.0,Voyage completed as intended,New York,0.0,0.0,0.0,0,Slaves disembarked in Americas,Sierra Leone estuary,0,0.0,0.0,Mainland North America,Africa,"  Foy, Charlie. “New York Transatlantic Slave Trading Voyages Database.” Rutgers University, n.d. Rutgers University.|  Martin, Guillaume R. “The Transatlantic Slave Trade to New York: Circa 1682-1774: A Case Study of a Minor Port.” Masters, Queen’s University, 2002.|  Martin, Bernard, and Mark Spurrell, eds. The Journal of a Slave Trader (John Newton), 1750-1754. London, UK: Epworth Press, 1962.|  Foy, Charlie. “New York Transatlantic Slave Trading Voyages Database.” Rutgers University, n.d. Rutgers University.|  Martin, Guillaume R. “The Transatlantic Slave Trade to New York: Circa 1682-1774: A Case Study of a Minor Port.” Masters, Queen’s University, 2002.|  Martin, Bernard, and Mark Spurrell, eds. The Journal of a Slave Trader (John Newton), 1750-1754. London, UK: Epworth Press, 1962.","Captain: Thorn, Daniel|Investor: Thorn, Daniel|Captain: Williams, William"
